,File,File_Size,Creation_Date,File_Description,IFC_File_Name,IFC_Organization,IFC_Application,Location,latitude,longitude
3962,Spaces_example1_case1.ifc,0.201899529,Wed Sep 14 16:28:34 2016,"2,1","The EXPRESS Data Manager Version 5.02.0100.20 : 30 May 2016,,
","GS,Graphisoft","10.0,ArchiCAD 10.0,ArchiCAD
",,,
3963,spant1.ifc,1.812149048,,"CoordinationView_V2.0,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 20.1 Service Release 4, IFC Export Version: 4.0.0.0 Apr 30 2015,
",Tekla,"20.1 Service Release 4,Tekla Structures,Multi material modeling
",,,
3964,spant2.ifc,1.658290863,,"CoordinationView_V2.0,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 20.1 Service Release 4, IFC Export Version: 4.0.0.0 Apr 30 2015,
",Tekla,"20.1 Service Release 4,Tekla Structures,Multi material modeling
",,,
3965,spant3.ifc,0.976058006,,"CoordinationView_V2.0,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 20.1 Service Release 4, IFC Export Version: 4.0.0.0 Apr 30 2015,
",Tekla,"20.1 Service Release 4,Tekla Structures,Multi material modeling
",,,
3966,SpatialStructure-5-2.ifc,0.005617142,,"Ifc4X3NotAssigned,2,1","
",Geometry Gym Pty Ltd,"0.1.9.0,ABCT.BimSandbox.Console v1.0.0.0,ABCT.BimSandbox.Console v1.0.0.0
",,,
3967,SpatialStructure-6-1.ifc,0.004718781,,"Ifc4X3NotAssigned,2,1","
",Geometry Gym Pty Ltd,"0.1.9.0,ABCT.BimSandbox.Console v1.0.0.0,ABCT.BimSandbox.Console v1.0.0.0
",,,
3968,SpatialStructure-6-3.ifc,18.93108559,,"Ifc4X3NotAssigned,2,1","
",Geometry Gym Pty Ltd,"0.1.9.0,ABCT.BimSandbox.Console v1.0.0.0,ABCT.BimSandbox.Console v1.0.0.0
",,,
3969,spectralnorm.ifc,0.002603531,,,,,,,,
3970,spectralnorm.ifc-3.ifc,0.002382278,,,,,,,,
3971,Sports%20Complex.ifc,11.38551426,Fri Mar 13 12:41:15 2015,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20140905_0730x64 - Exporter 15.3.0.0 - Alternate UI 15.3.0.0,
",,"2015,Autodesk Revit 2015 (ENU),Revit
",,,
3972,Spundwand.ifc,0.241898537,,"CoordinationView,2,1","IfcOpenShell 0.5.0-rc1,IfcOpenShell 0.5.0-rc1,
",Uni Rostock | Fraunhofer IGD,",
",,,
3973,SQR-ELE-LO-100-SIS-R00.ifc,10.1286993,,"ReferenceView_V1.2,ExchangeRequirementArchitecture,OptionDrawing Scale: 1.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Single Element,OptionRailing export mode: Single Element,OptionStair export mode: Single Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: Off,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: Off,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 18 Aug 2016,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 FRA FULL Macintosh version IFC add-on version: 5005 FRA FULL.,Cherix Bernard
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 5005 FRA FULL
","Bibliothèque du CIRA, 24, Avenue de Beaumont, Chailly, Lausanne, District de Lausanne, Vaud, 1012, Schweiz/Suisse/Svizzera/Svizra",46.526271,6.645422518224601
3974,SQR-ELE-LO-101-SIS-R00.ifc,12.29866505,,"AISC_Steel_Detailing,2,1","IFC Database Version:Work,Tekla structures 21.1 Service Release 10, IFC Export Version: 4.0.0.0 Sep  7 2017,
",Tekla,"21.1 Service Release 10,Tekla Structures,Multi material modeling
",,,
3975,SQR-ELE-LO-200-SIS-R00.ifc,10.1286993,,"ReferenceView_V1.2,ExchangeRequirementArchitecture,OptionDrawing Scale: 1.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Single Element,OptionRailing export mode: Single Element,OptionStair export mode: Single Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: Off,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: Off,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 18 Aug 2016,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 FRA FULL Macintosh version IFC add-on version: 5005 FRA FULL.,Cherix Bernard
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 5005 FRA FULL
","Bibliothèque du CIRA, 24, Avenue de Beaumont, Chailly, Lausanne, District de Lausanne, Vaud, 1012, Schweiz/Suisse/Svizzera/Svizra",46.526271,6.645422518224601
3976,SQR-ELE-LO-201-SIS-R00.ifc,12.29866505,,"AISC_Steel_Detailing,2,1","IFC Database Version:Work,Tekla structures 21.1 Service Release 10, IFC Export Version: 4.0.0.0 Sep  7 2017,
",Tekla,"21.1 Service Release 10,Tekla Structures,Multi material modeling
",,,
3977,ST13020_Wheeldeck_Vekoma.ifc,152.4735107,,"CoordinationView, QuantityTakeOffAddOnView,2,1","IFC Database Version:Work,Tekla Structures 18.1 Build:13066/5.12.2013, IFC Export Version: 309Mar 29 2012,
",Tekla,"18.1,Tekla Structures,Multi material modeling
",,,
3978,Staal.ifc,3.557370186,,"CoordinationView_V2.0,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 20.0 Service Release 8, IFC Export Version: 4.0.0.0 May 18 2015,
",Tekla,"20.0 Service Release 8,Tekla Structures,Multi material modeling
",,,
3979,Staal_inspectiebordes_(DJK).ifc,4.754232407,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 19.1 Service Release 6, IFC Export Version: 4.0.0.0 Jan 30 2015,
",Tekla,"19.1 Service Release 6,Tekla Structures,Multi material modeling
",,,
3980,STABU-Element%20(6%20Cijfers).ifc,0.189874649,,"CoordinationView,2,1","IfcOpenShell 0.6.0b0,IfcOpenShell 0.6.0b0,
",,,,,
3981,StaffAccomBlend.blend.ifc,5.558650017,,"ReferenceView_V1.2,ExchangeRequirementArchitecture,2,1","IfcOpenShell v0.7.0-1b1fd1e6,BlenderBIM 0.0.220515,
",,"2022,Autodesk Revit 2022 (ENU),Revit
",,,
3982,stairGeometry.ifc,0.084339142,,"
","
",Bentley Systems Inc,"Outdated,TriForma,TriForma IFC V1.0
",,,
3983,stairs.blend.ifc,0.331622124,,"CoordinationView,2,1","IfcOpenShell,IfcOpenShell,
",company,"0.0.1,Blender BIM IFC,118df2cf_ed21_438e_a41
",,,
3984,Stair_04_blend.ifc,0.289887428,,"CoordinationView,2,1","IfcOpenShell 0.6.0b0,BlenderBIM 0.0.201025,Nobody
",,,,,
3985,Stalen_Val_boog.ifc,0.929764748,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 19.1 Service Release 6, IFC Export Version: 4.0.0.0 Jan 30 2015,
",Tekla,"19.1 Service Release 6,Tekla Structures,Multi material modeling
",,,
3986,Stalen_Val_contra_boog.ifc,1.233945847,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 19.1 Service Release 6, IFC Export Version: 4.0.0.0 Jan 30 2015,
",Tekla,"19.1 Service Release 6,Tekla Structures,Multi material modeling
",,,
3987,Standard%20Classroom%20CIC%206-2.8.0.ifc,1.488611221,,"CoordinationView, QuantityTakeOffAddOnView,2,1","Autodesk Revit 2013,20120221_2030x64 - Exporter 2.8.0.0 - Alternate UI 1.8.0.0,
",,"2013,Autodesk Revit 2013 (ENU),Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
3988,Standard%20Classroom%20CIC%206.ifc,2.120531082,,"CoordinationView, QuantityTakeOffAddOnView,2,1","Autodesk Revit Architecture 2012 - 1.0,20110916_2132x64,
",,"2012,Autodesk Revit Architecture 2012,Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
3989,Standard_Block-prop_u7__Generated-UTM_32N-2022_04_13_112729.ifc,4.513133049,,"CoordinationView_V2.0,2,1","
",Spacemaker AI,"1,Spacemaker,SM
",,,
3990,Standard_Block__copy_--UTM_32N-2022_04_14_224843.ifc,2.123223305,,"CoordinationView_V2.0,2,1","
",Spacemaker AI,"1,Spacemaker,SM
",,,
3991,Standard_Block__copy_--UTM_32N-2022_04_14_224904.ifc,3.198227882,,"CoordinationView_V2.0,2,1","
",Spacemaker AI,"1,Spacemaker,SM
",,,
3992,Standard_Block__copy_-prop_35__Generated-UTM_32N-2022_04_14_172348.ifc,3.616249084,,"CoordinationView_V2.0,2,1","
",Spacemaker AI,"1,Spacemaker,SM
",,,
3993,standard_case_element_beam.ifc,0.035284042,,"
","
",AEC3,"002,Unknown,SDS/2 Version 6.300 on NT,Unknown
",,,
3994,Standard_Classroom_CIC_6_Project_mod2.ifc,1.737103462,,"Transform64,File generated by BimServices nn@aec3.com AEC3 UK Ltd c 2013-05-15T12:00:00,CoordinationView, 2,1","BimServices, BimServices Transform64 v2013-05-15T12:00:00,  using RDF Ltd IfcEngine.
",,"197,
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
3995,stani.ifc,0.231628418,,"CoordinationView_V2.0, OptionBaseQuantities:Off, OptionGridExport:Off, OptionAssemblies:On, OptionBolts:On, OptionRebars:On, OptionPourObjects:Off, OptionWelds:Off, OptionSurfaceTreatments:Off, OptionLocationBy:0, OptionViewColors:Off, OptionSectionedSpine:Off, OptionPropertySets:On, OptionExport all:On,2,1","IFC Database Version: Work,Tekla Structures 2019 Service Pack 5, IFC Export Version: 4.0.0.0 Dec 12 2019,
",Trimble,"2019 Service Pack 5,Tekla Structures,Multi material modeling
","92, Oprechtice ve Slezsku, Paskov, okres Frýdek-Místek, Moravskoslezský kraj, Moravskoslezsko, 739 21, Česko",49.7254046,18.2653456
3996,station-simple-BIM-file-001.ifc,0.103381157,,"CoordinationView_V2.0,ExchangeRequirementArchitecture,2,1","Vectorworks Architect 2018 SP2 R1 Build 401138 64-Bit by Vectorworks, Inc.,Windows,
","Vectorworks, Inc,,,(#7,#8)","23_0_2_1,Vectorworks Architect 2018 SP2 R1 (Build 401138) (64-Bit) by Vectorworks, Inc.,VW2302
",,,
3997,Statsbygg-HIBO-ARK-20080410.ifc,64.19383144,Mon May 05 12:55:05 2008,",2,1","The EXPRESS Data Manager Version 5.00.0100.06-GSK : 8 Nov 2007,,
","ARK,Arkitektstudio AS,Statsbygg HIBO - detaljprosjekt,,","11.0,ArchiCAD 11.0,ArchiCAD
",,,
3998,std.core.ifc,13.97244263,,,,,,,,
3999,std.filesystem.ifc,7.032881737,,,,,,,,
4000,std.memory.ifc,4.183743477,,,,,,,,
4001,std.regex.ifc,6.925670624,,,,,,,,
4002,std.threading.ifc,7.721575737,,,,,,,,
4003,stdexcept_I51S5A9LQ8GGOUP7.ifc,4.986956596,,,,,,,,
4004,SteelBridgeNew.ifc,2.237322807,," 2,1","Constructivity 0.9.8.3, Constructivity 0.9.8.3, 
",Constructivitycom LLC,"98,0.9.8.2,Constructivity,CONSTRUCTIVITY
",,,
4005,steelplates.ifc,0.020354271,,"IFC2X3.exp,2,1","EXPRESS Data Manager version:20040806,Tekla Structures 12.0,
",Tekla,"12.0,Tekla Structures,Multi material modeling
",,,
4006,Steel_mockup-Fdn.ifc,0.039142609,,"CoordinationView_V2.0,2,1","ODA SDAI 22.12,23.0.1.318 - Exporter 23.0.1.318 - Alternate UI 23.0.1.318,
",,"2023,Autodesk Revit 2023 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
4007,Steel_mockup-Steel.ifc,0.292363167,,"CoordinationView_V2.0,2,1","ODA SDAI 22.12,23.0.1.318 - Exporter 23.0.1.318 - Alternate UI 23.0.1.318,
",,"2023,Autodesk Revit 2023 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
4008,Stena%20A_10.ifc,0.223855972,,"CoordinationView_V2.0, QuantityTakeOffAddOnView, OptionBaseQuantities:On, OptionGridExport:Off, OptionAssemblies:On, OptionBolts:On, OptionRebars:On, OptionPourObjects:Off, OptionWelds:Off, OptionSurfaceTreatments:Off, OptionLocationBy:0, OptionViewColors:Off, OptionSectionedSpine:Off, OptionPropertySets:On, OptionExport all:Off,2,1","IFC Database Version: Work,Tekla Structures 2019 Service Pack 11, IFC Export Version: 4.0.0.0 May 21 2021,
",Trimble,"2019 Service Pack 11,Tekla Structures,Multi material modeling
",,,
4009,Stena%20A_19.ifc,0.234770775,,"CoordinationView_V2.0, QuantityTakeOffAddOnView, OptionBaseQuantities:On, OptionGridExport:Off, OptionAssemblies:On, OptionBolts:On, OptionRebars:On, OptionPourObjects:Off, OptionWelds:Off, OptionSurfaceTreatments:Off, OptionLocationBy:0, OptionViewColors:Off, OptionSectionedSpine:Off, OptionPropertySets:On, OptionExport all:Off,2,1","IFC Database Version: Work,Tekla Structures 2019 Service Pack 11, IFC Export Version: 4.0.0.0 May 21 2021,
",Trimble,"2019 Service Pack 11,Tekla Structures,Multi material modeling
",,,
4010,Stena%20H_10.ifc,0.247152328,,"CoordinationView_V2.0, QuantityTakeOffAddOnView, OptionBaseQuantities:On, OptionGridExport:Off, OptionAssemblies:On, OptionBolts:On, OptionRebars:On, OptionPourObjects:Off, OptionWelds:Off, OptionSurfaceTreatments:Off, OptionLocationBy:0, OptionViewColors:Off, OptionSectionedSpine:Off, OptionPropertySets:On, OptionExport all:Off,2,1","IFC Database Version: Work,Tekla Structures 2019 Service Pack 11, IFC Export Version: 4.0.0.0 May 21 2021,
",Trimble,"2019 Service Pack 11,Tekla Structures,Multi material modeling
",,,
4011,Stena%20H_14.ifc,0.259362221,,"CoordinationView_V2.0, QuantityTakeOffAddOnView, OptionBaseQuantities:On, OptionGridExport:Off, OptionAssemblies:On, OptionBolts:On, OptionRebars:On, OptionPourObjects:Off, OptionWelds:Off, OptionSurfaceTreatments:Off, OptionLocationBy:0, OptionViewColors:Off, OptionSectionedSpine:Off, OptionPropertySets:On, OptionExport all:Off,2,1","IFC Database Version: Work,Tekla Structures 2019 Service Pack 11, IFC Export Version: 4.0.0.0 May 21 2021,
",Trimble,"2019 Service Pack 11,Tekla Structures,Multi material modeling
",,,
4012,StevesBuilding.ifc,9.78972435,,"
","F:\\Stevans building\\StevesBuilding.ifc,
",Graphisoft,"18.0.0,ArchiCAD-64,
",,,
4013,StevesBuildingTwoFloors.ifc,3.142439842,,"CoordinationView_V2.0,
","F:\\Stevans building\\StevesBuildingTwoFloors.ifc,
",Graphisoft,"18.0.0,ArchiCAD-64,
",,,
4014,StevesSaloon.ifc,0.414071083,,"CoordinationView_V2.0,
","C:\\Users\\ArchM\\Desktop\\Steves saloon.ifc,
",Graphisoft,"18.0.0,ArchiCAD-64,
","University of British Columbia, Crooked Branch Road, Electoral Area A, Metro Vancouver Regional District, British Columbia, V6T 2E5, Canada",49.258393749999996,-123.24658161001929
4015,stickfile.ifc,4.29944706,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","IFC Database Version:Work,Tekla Structures Educational 20.0 Service Release 2, IFC Export Version: 4.0.0.0 Apr 28 2014,
",Tekla,"20.0 Service Release 2,Tekla Structures Educational,Multi material modeling
",,,
4016,Storbruen.ifc,14.12586975,,"notYetAssigned,2,1","
",Geometry Gym Pty Ltd,"1.8.2.0,ggRhinoIFC - Rhino6 Plug-in by Geometry Gym Pty Ltd,ggRhinoIFC
",,,
4017,Storbruenv440_klassifisert.ifc,13.84866047,,"notYetAssigned,2,1","ggRhinoIFC v1.8.2.0 by Geometry Gym Pty Ltd built 2020-01-17T15:46:46,ggRhinoIFC - Rhino6 Plug-in by Geometry Gym Pty Ltd,None
",Geometry Gym Pty Ltd,"1.8.2.0,ggRhinoIFC - Rhino6 Plug-in by Geometry Gym Pty Ltd,ggRhinoIFC
",,,
4018,Storey01.ifc,6.925518036,Fri Dec 07 23:08:42 2012,"2,1","
",,"2012,Autodesk Revit Architecture 2012,Revit
","17, Olav Kyrres gate, Bloksberg, Midtbyen, Trondheim, Trøndelag, 7030, Norge",63.420651,10.388332
4019,string_SBKUD8WNBCFE85HH.ifc,5.025956154,,,,,,,,
4020,STRUCT.ifc,1.527295113,,,,,,,,
4021,Structural%20Columns_02.ifc,0.018341064,Sat Nov 09 13:41:38 2019,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20190108_1515x64 - Exporter 19.2.1.1 - Alternate UI 19.2.1.1,
",,"2019,Autodesk Revit 2019 (ENU),Revit
",,,
4022,structural-curve-member.ifc,0.014255524,,"2,1","Constructivity 0.9.1,Constructivity 0.9.1,
",Tim-PC,"0.8,Constructivity,CONSTRUCTIVITY
",,,
4023,structural-curve-member.ifc.ifc,0.012150764,,"2,1","Constructivity 0.9.1,Constructivity 0.9.1,
",Tim-PC,"0.8,Constructivity,CONSTRUCTIVITY
",,,
4024,structural-curve-member_roundtrip.ifc,0.014481544,,"CoordinationView,2,1","IfcOpenShell 0.6.0b0,IfcOpenShell 0.6.0b0,
",Constructivitycom LLC,"0.8,Constructivity,CONSTRUCTIVITY
",,,
4025,Structuralframe2017.03.ifc,0.533929825,Mon Apr 03 19:22:11 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","London, Greater London, England, United Kingdom",51.5073219,-0.1276474
4026,StructuralModel.ifc,1.040122986,Mon Jun 22 18:13:42 2020,"DesignTransferView_V1.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20180328_1600x64 - Exporter 19.0.1.1 - Alternate UI 19.0.1.1,
",,"2019,Autodesk Revit 2019 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
4027,structural_analysis_curve.ifc,0.014255524,,"2,1","Constructivity 0.9.1,Constructivity 0.9.1,
",Tim-PC,"0.8,Constructivity,CONSTRUCTIVITY
",,,
4028,Structural_Stiffeners_02.ifc,0.01233387,Sat May 28 11:39:15 2022,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20200210_1400x64 - Exporter 20.3.3.0 - Alternate UI 20.3.3.0,
",,"2020,Autodesk Revit 2020 (ENU),Revit
",,,
4029,Structural_Stiffeners_04.blend.ifc,0.013278008,,"CoordinationView_V2.0,2,1","IfcOpenShell v0.7.0-1b1fd1e6,BlenderBIM 0.0.220508,
",IfcOpenShell,"0.0.220508,BlenderBIM Add-on,BlenderBIM
",,,
4030,structure%20IFC4.ifc,0.042528152,," 2,1","Processor version 5.1.0.0, Xbim.IO.MemoryModel, 
",SJ-NTU Corporate Lab,"1.0,JSON to IFC,JSON2IFC.exe
",,,
4031,Struyk_Amsterdam.ifc,61.21569824,,"CoordinationView_V2.0,ExchangeRequirementStructural, SurfaceGeometry,2,1","IFC Database Version:Work,Tekla Structures 20.0 Service Release 8, IFC Export Version: 4.0.0.0 May 18 2015,
",Tekla,"20.0 Service Release 8,Tekla Structures,Multi material modeling
","Oss, Noord-Brabant, Nederland",51.778354199999995,5.532083610932192
4032,STR_beam_0.ifc,0.008200645,Fri Feb 03 12:49:27 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","East First Street Dog Park, City Point, South Boston, Boston, Suffolk County, Massachusetts, United States",42.3383846,-71.0316486021392
4033,STR_beam_1.ifc,0.008200645,Fri Feb 03 12:53:50 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","East First Street Dog Park, City Point, South Boston, Boston, Suffolk County, Massachusetts, United States",42.3383846,-71.0316486021392
4034,STR_beam_1_10mm.ifc,0.008200645,Fri Feb 03 12:52:48 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","East First Street Dog Park, City Point, South Boston, Boston, Suffolk County, Massachusetts, United States",42.3383846,-71.0316486021392
4035,STR_beam_1_1mm.ifc,0.008200645,Fri Feb 03 12:50:48 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","East First Street Dog Park, City Point, South Boston, Boston, Suffolk County, Massachusetts, United States",42.3383846,-71.0316486021392
4036,STR_beam_1_5mm.ifc,0.008200645,Fri Feb 03 12:51:44 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","East First Street Dog Park, City Point, South Boston, Boston, Suffolk County, Massachusetts, United States",42.3383846,-71.0316486021392
4037,STR_beam_1_touch.ifc,0.00821209,Fri Feb 03 12:54:34 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","East First Street Dog Park, City Point, South Boston, Boston, Suffolk County, Massachusetts, United States",42.3383846,-71.0316486021392
4038,STR_beam_2.ifc,0.00821209,Fri Feb 03 12:55:48 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","East First Street Dog Park, City Point, South Boston, Boston, Suffolk County, Massachusetts, United States",42.3383846,-71.0316486021392
4039,STR_Column.ifc,0.011201859,Fri Feb 03 14:32:08 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","East First Street Dog Park, City Point, South Boston, Boston, Suffolk County, Massachusetts, United States",42.3383846,-71.0316486021392
4040,str_foundation.ifc,0.008215904,Thu Feb 02 16:26:24 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Alternate UI 17.12.14.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
4041,stud.ifc,0.012661934,,"DesignTransferView,2,1","IfcOpenShell v0.7.0-4c40fc16,BlenderBIM 0.0.220221,Nobody
",,,,,
4042,Student-Office-303.ifc,3.849368095,,"CoordinationView,2,1","Autodesk Revit Architecture 2011 - 1.0,Solibri IFC Optimizer,
",,"06,2011,Autodesk Revit Architecture 2011,Revit
",,,
4043,student_AST_interfaces.ifc,0.00682354,,,,,,,,
4044,ST_.ifc,5.934412003,,"ReferenceView_V1.2, 2,1","ODA IFC SDK 22.8, 22.1.10.541 - Exporter 21.2.1.0 - Alternate UI 21.2.1.0 Solibri IFC Optimizer, 
",Autodesk Revit 2022 (ENU),"59, 2022, Autodesk Revit 2022 (ENU), Revit
",,,
4045,ST_03%20-%20Floor.ifc,0.974749565,,"ReferenceView_V1.2, 2,1","ODA IFC SDK 22.8, 22.1.10.541 - Exporter 21.2.1.0 - Alternate UI 21.2.1.0 Solibri IFC Optimizer, 
",Autodesk Revit 2022 (ENU),"9, 2022, Autodesk Revit 2022 (ENU), Revit
",,,
4046,st_2079.ifc,0.341946602,,"ReferenceView_V1.2,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20210420_1515x64 - Exporter 20.2.1.0 - Alternative Benutzeroberfl\X2\00E4\X0\che 20.2.1.0,
",,"2020,Autodesk Revit 2020 (DEU),Revit
",,,
4047,ST_Beam.ifc,3.678926468,,"ReferenceView_V1.2, 2,1","ODA IFC SDK 22.8, 22.1.10.541 - Exporter 21.2.1.0 - Alternate UI 21.2.1.0 Solibri IFC Optimizer, 
",Autodesk Revit 2022 (ENU),"74, 2022, Autodesk Revit 2022 (ENU), Revit
",,,
4048,ST_Member.ifc,0.120893478,,"ReferenceView_V1.2, 2,1","ODA IFC SDK 22.8, 22.1.10.541 - Exporter 21.2.1.0 - Alternate UI 21.2.1.0 Solibri IFC Optimizer, 
",Autodesk Revit 2022 (ENU)," 2022, Autodesk Revit 2022 (ENU), Revit
",,,
4049,ST_Plate.ifc,0.02392292,,"ReferenceView_V1.2, 2,1","ODA IFC SDK 22.8, 22.1.10.541 - Exporter 21.2.1.0 - Alternate UI 21.2.1.0 Solibri IFC Optimizer, 
",Autodesk Revit 2022 (ENU)," 2022, Autodesk Revit 2022 (ENU), Revit
",,,
4050,ST_Roof.ifc,0.763696671,,"ReferenceView_V1.2, 2,1","ODA IFC SDK 22.8, 22.1.10.541 - Exporter 21.2.1.0 - Alternate UI 21.2.1.0 Solibri IFC Optimizer, 
",Autodesk Revit 2022 (ENU),"1, 2022, Autodesk Revit 2022 (ENU), Revit
",,,
4051,ST_Slab.ifc,0.717101097,,"ReferenceView_V1.2, 2,1","ODA IFC SDK 22.8, 22.1.10.541 - Exporter 21.2.1.0 - Alternate UI 21.2.1.0 Solibri IFC Optimizer, 
",Autodesk Revit 2022 (ENU),"0, 2022, Autodesk Revit 2022 (ENU), Revit
",,,
